title,date,full_text,link
Verus® Research Announces Largest Contract in Company History,"May 25, 2023","Verus® Research was awarded a $203 million ceiling increase on its current IDIQ contract with the U.S. Army’s Program Executive Office for Simulation, Training and Instrumentation.
",https://www.microwavejournal.com/articles/40269-verus-research-announces-largest-contract-in-company-history
QuadSAT Completes Large Antenna Testing Mission with Telespazio,"May 25, 2023","QuadSAT has completed an antenna validation mission with space services operator, Telespazio, using the QuadSAT drone-based system, it tested a large 17 m antenna. 
",https://www.microwavejournal.com/articles/40259-quadsat-completes-large-antenna-testing-mission-with-telespazio
Elbit UK to Deliver Ground-Based Surveillance Radar to British Armed Forces,"May 24, 2023",Elbit Systems UK has been awarded a contract from the U.K. Ministry of Defence (MOD) to provide a series of ground-based surveillance radar (GBSR) systems.,https://www.microwavejournal.com/articles/40253-elbit-uk-to-deliver-ground-based-surveillance-radar-to-british-armed-forces
Sofant Technologies and Inmarsat Government to Develop Phased Array Antenna for Aircraft,"May 24, 2023",Sofant Technologies and Inmarsat Government announce a joint development aimed at revolutionising the communication capabilities of aircraft.,https://www.microwavejournal.com/articles/40252-sofant-technologies-and-inmarsat-government-to-develop-phased-array-antenna-for-aircraft
"Gogo Elevates its Global Broadband Offering with Second, Higher Throughput Antenna","May 23, 2023",Gogo Business Aviation announced its Gogo Galileo product line with the unveiling of a second electronically steered antenna form factor for use on its low earth orbit (LEO) broadband solution.,https://www.microwavejournal.com/articles/40247-gogo-elevates-its-global-broadband-offering-with-second-higher-throughput-antenna
OneWeb Confirms Successful Deployment of 16 Satellites Including  JoeySat,"May 22, 2023","OneWeb confirmed the successful deployment of 16 satellites that will provide increased resilience and redundancy to the OneWeb constellation as the company progresses toward global services.
",https://www.microwavejournal.com/articles/40220-oneweb-confirms-successful-deployment-of-16-satellites-including-joeysat
U.S. Army Awards BAE Systems $72.5M Precision Guided Munitions R&D Contract,"May 19, 2023",U.S. Army DEVCOM AC has awarded BAE Systems a three-year contract for continued research and development efforts in the advancement of PGMs to support the Army’s long-range precision fire modernization efforts.  ,https://www.microwavejournal.com/articles/40216-us-army-awards-bae-systems-725m-precision-guided-munitions-r-and-d-contract
L3Harris Receives US Marine Corps Orders For Multi-Channel Radios,"May 19, 2023","L3Harris Technologies announced orders totaling $160 million from the Marine Corps for multi-channel handheld and vehicular radio systems, bringing total program orders to $336 million.",https://www.microwavejournal.com/articles/40215-l3harris-receives-us-marine-corps-orders-for-multi-channel-radios
Raytheon Technologies Upgrading Korea Aerospace Industries' FA-50 Aircraft with PhantomStrike™ Radar,"May 16, 2023",Raytheon Technologies will outfit Korea Aerospace Industries' FA-50 Light Combat Aircraft with the new PhantomStrike radar. ,https://www.microwavejournal.com/articles/40188-raytheon-technologies-upgrading-korea-aerospace-industries-fa-50-aircraft-with-phantomstrike-radar
Quantic Wenzel Frequency Synthesizer to Support NASA’s Europa Clipper,"May 16, 2023","Quantic Wenzel has completed delivery of a space-qualified frequency synthesizer assembly for NASA’s Europa Clipper mission. 
",https://www.microwavejournal.com/articles/40187-quantic-wenzel-frequency-synthesizer-to-support-nasas-europa-clipper
Rohde & Schwarz Presents “Unlocking the Future of Satellite Communications in Europe” at its Satellite Industry Day Part 4,"May 16, 2023","Part 4 of the Rohde & Schwarz Satellite Industry Day series will take place on May 25, 2023 at 15:00-17:10 CEST. The virtual session includes a panel of industry experts and will focus on the European IRIS2 program and its role in building a secure and resilient satellite communications infrastructure.",https://www.microwavejournal.com/articles/40185-rohde-and-schwarz-presents-unlocking-the-future-of-satellite-communications-in-europe-at-its-satellite-industry-day-part-4
Rohde & Schwarz Meets Current and Future COMINT Challenges Head On,"May 16, 2023",Rohde & Schwarz is launching the R&S®CA210DNG deep learning HF signal detector with integrated artificial intelligence for automated COMINT.,https://www.microwavejournal.com/articles/40184-rohde-and-schwarz-meets-current-and-future-comint-challenges-head-on
Rohde & Schwarz Presents Next-Generation EW Solutions at AOC Europe,"May 15, 2023",Rohde & Schwarz will showcase its next generation electronic warfare (EW) system solutions at this year’s AOC Europe.,https://www.microwavejournal.com/articles/40169-rohde-and-schwarz-presents-next-generation-ew-solutions-at-aoc-europe
VIAVI Introduces T/Rx Electromagnetic Spectrum Solution ,"May 15, 2023","Viavi Solutions Inc. introduced T/Rx, a cutting-edge solution designed to meet the unique needs of professionals operating in complex RF environments. ",https://www.microwavejournal.com/articles/40168-viavi-introduces-t-rx-electromagnetic-spectrum-solution
Echodyne and Supernal Partner on Next-Generation Radar Solutions for Enhanced AAM Safety,"May 10, 2023","Echodyne announced a strategic agreement with – and minority investment from – Supernal, Hyundai Motor Group’s Advanced Air Mobility (AAM) company. ",https://www.microwavejournal.com/articles/40145-echodyne-and-supernal-partner-on-next-generation-radar-solutions-for-enhanced-aam-safety
"VIAVI Unveils the Rugged, Handheld CX100 ComXpert for Field Testing Tactical and Land Mobile Radios and Networks ","May 10, 2023","Viavi Solutions Inc. introduced the CX100 ComXpert Communications Service Monitor, on display at VIAVI booth #F4 at AOC Europe, Bonn, Germany, May 15-17, 2023.",https://www.microwavejournal.com/articles/40142-viavi-unveils-the-rugged-handheld-cx100-comxpert-for-field-testing-tactical-and-land-mobile-radios-and-networks
"Sivers Semiconductors Granted €496,070 for Design & Development of Multi-element RF Antenna Circuitry","May 5, 2023","Sivers Semiconductors AB announced that its business unit, Sivers Wireless, has been granted €496,070 within PARALIA to develop fundamental innovations in the field of automotive and aerospace applications. 
",https://www.microwavejournal.com/articles/40097
Teledyne e2v HiRel Announces Radiation Tolerant Integer-N PLL for LEO Space Applications,"May 5, 2023",Teledyne e2v HiRel announced the release of a new space COTS phase locked loop (PLL) designed to deliver exceptional performance and reliability in space applications.,https://www.microwavejournal.com/articles/40096-teledyne-e2v-hirel-announces-radiation-tolerant-integer-n-pll-for-leo-space-applications
CesiumAstro Selected to Provide 7 Communications Payloads to Raytheon Technologies for SDA’s Tranche 1 Tracking Layer,"May 4, 2023",CesiumAstro announced that the company was selected by Raytheon Technologies to provide its Vireo AESA RF communications payload for integration into seven space vehicles supporting Space Development Agency’s Tranche 1 Tracking Layer.,https://www.microwavejournal.com/articles/40087-cesiumastro-selected-to-provide-7-communications-payloads-to-raytheon-technologies-for-sdas-tranche-1-tracking-layer
Juice Mission: Rosenberger Connectors on the Way into Space,"May 3, 2023","The ESA
Jupiter Icy Moons Explorer (Juice) spacecraft had more than 100 Rosenberger connectors of SMP, SMA and RPC-2.92 series aboard on its trip to Jupiter.",https://www.microwavejournal.com/articles/40084-juice-mission-rosenberger-connectors-on-the-way-into-space
Echodyne Added to ANRA SIOP Platform,"May 3, 2023","Echodyne announced that ANRA Technologies has integrated Echodyne’s radar data into its Single Integrated Operating Picture (SIOP) platform. 
",https://www.microwavejournal.com/articles/40083-echodyne-added-to-anra-siop-platform
L3Harris to Develop US Air Force Common Tactical Edge Network,"May 3, 2023","L3Harris Technologies received a U.S. Air Force contract award to develop a common tactical edge network (CTEN) providing an aerial military IoT to support the advanced battle management system and Joint All-Domain Command and Control initiatives.
",https://www.microwavejournal.com/articles/40082-l3harris-to-develop-us-air-force-common-tactical-edge-network
Israel Aerospace Industries Awarded $100M Contract to Provide Airborne SIGINT Solutions to an International Customer,"May 3, 2023","Israel Aerospace Industries through its defense electronics subsidiary, ELTA Systems, announced that it has been awarded with a contract to provide airborne SIGINT solutions to an international customer. 
",https://www.microwavejournal.com/articles/40081-israel-aerospace-industries-awarded-100m-contract-to-provide-airborne-sigint-solutions-to-an-international-customer
HENSOLDT Modernizes COBRA Artillery Location Radars,"May 3, 2023",Sensor specialist HENSOLDT has successfully concluded the modernization of core test systems of the artillery location radar COBRA which is in service with several NATO armies. ,https://www.microwavejournal.com/articles/40080-hensoldt-modernizes-cobra-artillery-location-radars
Richardson RFPD Introduces Two New Bandpass Filters for Ku-Band Satcom from CTS,"May 2, 2023","Richardson RFPD, Inc. announced the in-stock availability and full design support capabilities for two bandpass filters from CTS Corporation, the MXB1172A and the MCB1412A.",https://www.microwavejournal.com/articles/40073-richardson-rfpd-introduces-two-new-bandpass-filters-for-ku-band-satcom-from-cts
Advanced Satellite Data and Monitoring to Transform Disaster Response and Environmental Monitoring in Southeast Asia,"May 2, 2023","Enhanced disaster response, environmental monitoring, agricultural productivity and infrastructure planning has been made available to businesses in Thailand thanks to a new partnership announced between Synspective Inc. and Thaicom. ",https://www.microwavejournal.com/articles/40072-advanced-satellite-data-and-monitoring-to-transform-disaster-response-and-environmental-monitoring-in-southeast-asia
Curtiss-Wright Introduces Industry’s First MIDS JTRS Terminal Housing and Control Case to Add Support for the TNTT Waveform,"April 27, 2023",Curtiss-Wright’s Defense Solutions division has expanded the capability of its proven TCG MIDS JTRS Terminal Housing and Control Case solution to add support for the Tactical Targeting Network Technology (TTNT) tactical waveform.,https://www.microwavejournal.com/articles/40065-curtiss-wright-introduces-industrys-first-mids-jtrs-terminal-housing-and-control-case-to-add-support-for-the-tntt-waveform
Latest Rohde & Schwarz HF Technology to Upgrade Australia’s Strategic Military Communications Network,"April 26, 2023",Rohde & Schwarz Australia collaborates with Babcock Australasia to support the JP9101 Enhanced Defence HF Communications System (EDHFCS) program recently awarded to Babcock by the Australian DoD.,https://www.microwavejournal.com/articles/40058-latest-rohde-and-schwarz-hf-technology-to-upgrade-australias-strategic-military-communications-network
Quantic X-Microwave Awarded Contract for 3U OpenVPX Card Assemblies ,"April 25, 2023","Quantic™ X-Microwave announced they have been awarded a multi-million-dollar contract by a leading U.S. defense contractor for the delivery of 3U OpenVPX card assemblies to be used in a major airborne electronic warfare application.
",https://www.microwavejournal.com/articles/40045-quantic-x-microwave-awarded-contract-for-3u-openvpx-card-assemblies
Keysight Report on Space Tech Market,"April 24, 2023","BAE Systems has received a prototype European Common Radar System (ECRS) Mk2 from Leonardo, marking the latest milestone in the ongoing development programme for the UK Typhoon fleet. ",https://www.microwavejournal.com/blogs/9-pat-hindle-mwj-editor/post/40042-keysight-report-on-space-tech-market
BAE Systems Receives First ECRS Mk2 Radar for UK Typhoon Fleet from Leonardo for Integration,"April 24, 2023",Raytheon Technologies was awarded a $237 million U.S. Army contract for Ku-Band Radio Frequency Sensors (KuRFS) and Coyote® effectors to detect and defeat unmanned aircraft.,https://www.microwavejournal.com/articles/40036-bae-systems-receives-first-ecrs-mk2-radar-for-uk-typhoon-fleet-from-leonardo-for-integration
Raytheon Technologies Awarded $237M Counter-UAS Contract,"April 20, 2023","Aitech Systems has released the S993, a radiation-tolerant 3U CompactPCI memory card that provides up to 1 TB of on-board storage Space NAND flash with all 8 NAND modules installed for a variety of space applications. ",https://www.microwavejournal.com/articles/40002-raytheon-technologies-awarded-237m-counter-uas-contract
Aitech Develops New Class of Rad-tolerant Memory Card with Up To 1 TB,"April 18, 2023","Keysight has released Defying Gravity, a new space technology survey revealing that three in four decision makers consider software test automation as one of the top technical challenges impacting the satellite industry.  ",https://www.microwavejournal.com/articles/39989-aitech-develops-new-class-of-rad-tolerant-memory-card-with-up-to-1-tb
New Keysight Study Reveals Software Validation as a Top Technical Challenge for Satellite Industry,"April 18, 2023","KSAT and ThinKom Solutions have partnered to bring ThinKom’s gateway array to market, targeting earth observation, broadband, telemetry, tracking and command and other ground station as a service applications.",https://www.microwavejournal.com/articles/39988-new-keysight-study-reveals-software-validation-as-a-top-technical-challenge-for-satellite-industry
ThinKom and KSAT Explore Radically New Approach to Satellite Ground Stations,"April 17, 2023",Aitech provided a media converter for NASA’s Orion spacecraft for data connectivity and a single board computer for Callisto.,https://www.microwavejournal.com/articles/39981-thinkom-and-ksat-explore-radically-new-approach-to-satellite-ground-stations
Aitech’s Computing Technologies Provide Critical Capabilities on Uncrewed Artemis I Roundtrip Test Flight,"April 12, 2023","Northrop Grumman Corporation’s AN/ALQ-257 Integrated Viper Electronic Warfare Suite (IVEWS) has completed U.S. Air Force Laboratory Intelligence Validated Emulator (LIVE) testing.
",https://www.microwavejournal.com/articles/39956-aitechs-computing-technologies-provide-critical-capabilities-on-uncrewed-artemis-i-roundtrip-test-flight
Northrop Grumman F-16 EW Suite Counters Modern RF Threats During Air Force Testing,"April 12, 2023","Kratos Defense & Security Solutions, Inc. announced the release of its OpenEdge™ 2500 digitizer designed specifically to help satellite antenna makers digitally enable their products. ",https://www.microwavejournal.com/articles/39949-northrop-grumman-f-16-ew-suite-counters-modern-rf-threats-during-air-force-testing
Kratos Introduces Integration-Ready OpenEdge™ Digitizer for Satellite Antennas,"April 7, 2023",N/A,https://www.microwavejournal.com/articles/39928-kratos-introduces-integration-ready-openedge-digitizer-for-satellite-antennas
Astronics Awarded $40M IDIQ Contract to Support U.S. Marine Corps HHRTS,"April 7, 2023","Astronics Corporation announced that the its wholly owned subsidiary, Astronics Test Systems, has been awarded a firm fixed price IDIQ award to produce portable radio test equipment for the U.S. Marine Corps’ Handheld Radio Test Sets program (HHRTS).",https://www.microwavejournal.com/articles/39927-astronics-awarded-40m-idiq-contract-to-support-us-marine-corps-hhrts
Winchester Interconnect Shows Connectivity Solutions at MRO Americas 2023,"April 5, 2023","Winchester Interconnect™ will be exhibiting at the upcoming MRO Americas 2023 conference and exhibition April 18-20, 2023, in Atlanta, Ga.  ",https://www.microwavejournal.com/articles/39917-winchester-interconnect-shows-connectivity-solutions-at-mro-americas-2023
"U.S. Army Awards LM Multiple-Year $439M JAGM, HELLFIRE Production Contract","April 4, 2023",The U.S. Army awarded Lockheed Martin a multiple-year production contract for joint-air-to-ground missiles (JAGM) and HELLFIRE missiles with a Program Year 1 award total value of $439 million.,https://www.microwavejournal.com/articles/39913-us-army-awards-lm-multiple-year-439m-jagm-hellfire-production-contract
Raytheon Technologies Awarded $1.2B Contract to Provide Patriot Air Defense System to Switzerland,"April 4, 2023",Raytheon Technologies was awarded a $1.2 billion foreign military sales contract from the U.S. Army to provide Switzerland with the Patriot™ air defense system. ,https://www.microwavejournal.com/articles/39912-raytheon-technologies-awarded-12b-contract-to-provide-patriot-air-defense-system-to-switzerland
Manufacturing Advanced Block 4 F-35 EW Systems to Defeat Evolving Threats,"April 4, 2023","BAE Systems has received $491 million in contracts from Lockheed Martin to produce state-of-the-art Block 4 EW systems for future Lot 17 F-35 Lightning II fighter jets.
",https://www.microwavejournal.com/articles/39911-manufacturing-advanced-block-4-f-35-ew-systems-to-defeat-evolving-threats
CAES Awarded Contract to Provide US Navy with AN/ALQ-99 LBC Transmitters,"April 4, 2023","CAES has been awarded a contract from the U.S. Navy for the initial pre-production phase of the AN/ALQ-99 Low Band Consolidation (LBC) transmitter. 
",https://www.microwavejournal.com/articles/39910-caes-awarded-contract-to-provide-us-navy-with-an-alq-99-lbc-transmitters
Eravant Enhances A&D Presence with AS9100 Rev. D Certification,"April 4, 2023","Eravant announced it has been certified to the AS9100 Rev. D quality management standard for both engineering and manufacturing operations. 
",https://www.microwavejournal.com/articles/39909-eravant-enhances-a-and-d-presence-with-as9100-rev-d-certification
Raytheon Technologies Selected by US Navy for Anti-Ship Strike Weapon,"April 3, 2023",Raytheon Technologies has been awarded a contract from the U.S. Navy for phase one of the Hypersonic Air-Launched Offensive Anti-Surface Warfare weapon program (HALO). ,https://www.microwavejournal.com/articles/39904-raytheon-technologies-selected-by-us-navy-for-anti-ship-strike-weapon
Raytheon Awarded $619M US Navy Contract for SPY-6 Family of Radars,"March 30, 2023","Raytheon Technologies was awarded a $619 million contract to continue to produce AN/SPY-6(V) radars for the U.S. Navy.
",https://www.microwavejournal.com/articles/39896-raytheon-awarded-619m-us-navy-contract-for-spy-6-family-of-radars
Thales to Provide SquadNet Radios to the Austrian Armed Forces,"March 28, 2023","The Austrian Ministry of Defence and Thales have signed a contract for the supply of more than 2,500 SquadNet tactical radios that will support the Austrian army’s digital transformation.
",https://www.microwavejournal.com/articles/39889-thales-to-provide-squadnet-radios-to-the-austrian-armed-forces
Lockheed Martin Developing Long Range Maneuverable Fires Missile For U.S. Army,"March 28, 2023","The U.S. Army’s Aviation and Missile Center has selected Lockheed Martin to develop an advanced propulsion Long Range Maneuverable Fires missile.
",https://www.microwavejournal.com/articles/39888-lockheed-martin-developing-long-range-maneuverable-fires-missile-for-us-army
Thales Alenia Space Wins Contracts For IRIDE Radar and Optical Satellites,"March 28, 2023","Thales Alenia Space won contracts from the European Space Agency to supply a first batch of six small satellites with SARs and one satellite based on optical technology for IRIDE. 
",https://www.microwavejournal.com/articles/39887-thales-alenia-space-wins-contracts-for-iride-radar-and-optical-satellites
New OpenVPX and SOSA Aligned Chassis from Pixus Comes in a Front-to-Rear Cooled Airflow Configuration,"March 24, 2023","Pixus Technologies announced a new 4U 19” rackmount chassis with a horizontal loading configuration with a front-to-rear airflow approach. 
",https://www.microwavejournal.com/articles/39874-new-openvpx-and-sosa-aligned-chassis-from-pixus-comes-in-a-front-to-rear-cooled-airflow-configuration
CAES Provides Critical Solutions for US Air Force Open Architecture Demonstration,"March 22, 2023",CAES announced that its SOSA-aligned 3U wideband RF converter was selected for inclusion in the U.S. Air Force’s MIRAGE airborne EW pod demonstration.,https://www.microwavejournal.com/articles/39868-caes-provides-critical-solutions-for-us-air-force-open-architecture-demonstration
"Spacepath Signs Strategic Agreement with Applied Systems Engineering, Inc","March 22, 2023",The agreement will provide full pre- and post-sales support for SpacePath’s comprehensive range of satcom amplifiers and sub-systems deployed throughout the satellite ground station sector in North America.  ,https://www.microwavejournal.com/articles/39867-spacepath-signs-strategic-agreement-with-applied-systems-engineering-inc
Northrop Grumman to Produce MESA for The U.S. Air Force E-7,"March 21, 2023",Northrop Grumman Corporation will enter into production of the multi-role electronically scanned array (MESA) sensor for the U.S. Air Force E-7 aircraft.,https://www.microwavejournal.com/articles/39855-northrop-grumman-to-produce-mesa-for-the-us-air-force-e-7
ALL.SPACE Delivers First Terminal to SES for Testing and Verification,"March 20, 2023","ALL.SPACE announced the delivery of its first smart terminal to SES for testing over its medium earth orbit systems, O3b and O3b mPOWER. 
",https://www.microwavejournal.com/articles/39845-allspace-delivers-first-terminal-to-ses-for-testing-and-verification
Satellite 2023 Summary – Linking Up!,"March 19, 2023",Read this summary of the Satellite 2023 Show in Washington DC.,https://www.microwavejournal.com/articles/39841-satellite-2023-summary-linking-up
Sivers Semiconductors Signs $1.85M Satcom Contract with Thorium Space,"March 17, 2023","Sivers Wireless has signed a development agreement for an advanced satcom solution with Thorium Space, a first step in the development of advanced chipsets for satcom ground terminals as well as space deployment. ",https://www.microwavejournal.com/articles/39836-sivers-semiconductors-signs-185m-satcom-contract-with-thorium-space
QuadSAT Secures €9M Funding to Scale Up Operations and Expand Product Range,"March 16, 2023","QuadSAT ApS has secured €9 million in funding due to a significant uptick in commercial demand from major satellite operators, antenna manufacturers and service companies in the satellite industry.
",https://www.microwavejournal.com/articles/39829-quadsat-secures-9m-funding-to-scale-up-operations-and-expand-product-range
ETL Launches Genus Digital at Satellite 2023,"March 15, 2023","ETL Systems has launched Genus Digital at Satellite 2023 to enable government and defense organizations, satellite operators, broadcasters and telcos to fully or partially digitize the analogue signal in their satellite ground segments. 
",https://www.microwavejournal.com/articles/39822-etl-launches-genus-digital-at-satellite-2023
TMYTEK and Celanese Showcase ESA Solution with AoC at Satellite 2023,"March 15, 2023","TMY Technology Inc. (TYMTEK) has partnered with Celanese to present their new dual-polarization antenna-on-chip (AoC) technology made with Micromax® (formerly DuPont MCM) GreenTape™ LTCC at Satellite 2023 in Washington D.C. 
",https://www.microwavejournal.com/articles/39821-tmytek-and-celanese-showcase-esa-solution-with-aoc-at-satellite-2023
Keysight Introduces 2 GHz Real-Time Spectrum Analysis Solution for Satcom,"March 15, 2023",Keysight  announced a real-time spectrum analysis (RTSA) solution enabling up to 2 GHz RTSA bandwidth for use with the Keysight N9042B UXA Signal Analyzer to monitor satellite signals and interference. ,https://www.microwavejournal.com/articles/39820-keysight-introduces-2-ghz-real-time-spectrum-analysis-solution-for-satcom
Orbit Communication to introduce the OceanTRx4 MIL and Launch its Orbit Switching Matrix at Satellite 2023,"March 13, 2023","At Satellite 2023,
Orbit Communication Systems Ltd. is presenting its OceanTRx 4MIL advanced antenna system and launching its Orbit Switching Matrix (OSM) for management of several antennas on a military naval vessel.",https://www.microwavejournal.com/articles/39800-orbit-communication-to-introduce-the-oceantrx4-mil-and-launch-its-orbit-switching-matrix-at-satellite-2023
CesiumAstro Unveils In-Flight Connectivity Satcom Terminal with Planned Airbus Demos,"March 13, 2023","CesiumAstro announced its entry into the in-flight connectivity (IFC) market, providing advanced multi-beam active phased array for airborne satcom applications.
",https://www.microwavejournal.com/articles/39798-cesiumastro-unveils-in-flight-connectivity-satcom-terminal-with-planned-airbus-demos
ST Engineering iDirect and Gilat Satellite Networks Showcase PoC Utilizing DIFI Standard at Satellite 2023,"March 13, 2023","Gilat Satellite Networks Ltd. and ST Engineering iDirect announced a successful proof of concept (PoC) of converting analog signals to digital signals utilizing the digital intermediate frequency interoperability (DIFI) 1.1 Standard, developed by the DIFI Consortium.
",https://www.microwavejournal.com/articles/39797-st-engineering-idirect-and-gilat-satellite-networks-showcase-poc-utilizing-difi-standard-at-satellite-2023
ThinKom Delivers Satcom Systems for Sierra Nevada Corp’s RAPCON-X™ Program,"March 13, 2023","ThinKom Solutions, Inc. has delivered its ThinAir® Ka2517 phased-array satcom antenna systems to Sierra Nevada Corporation for installation on its new RAPCON-X aircraft. 
",https://www.microwavejournal.com/articles/39796-thinkom-delivers-satcom-systems-for-sierra-nevada-corps-rapcon-x-program
Rohde & Schwarz and SatixFy to Demo Wideband DVB-S2X Beam Hopping and DVB-RCS2 at Satellite 2023,"March 10, 2023","At Satelitte 2023, Rohde & Schwarz will showcase an end-to-end test infrastructure featuring its R&S SMW200A vector signal generator and R&S FSW signal and spectrum analyzer together with SatixFy’s Sx3099 modem ASIC.",https://www.microwavejournal.com/articles/39793-rohde-and-schwarz-and-satixfy-to-demonstrate-wideband-dvb-s2x-beam-hopping-and-dvb-rcs2-at-satellite-show-2023
OneWeb Confirms Successful Deployment of 40 Satellites Launched with SpaceX ,"March 10, 2023",OneWeb confirmed the successful deployment and contact of 40 satellites launched by SpaceX from Cape Canaveral Space Force Station in Florida.,https://www.microwavejournal.com/articles/39785-oneweb-confirms-successful-deployment-of-40-satellites-launched-with-spacex
Air Force Research Lab Selects ThinKom for Next-Gen Gateway Solution,"March 9, 2023","The U.S. Air Force Research Laboratory (AFRL) has contracted with ThinKom Solutions, Inc. to deliver a modular and scalable phased-array antenna solution to support ground segment operations.
",https://www.microwavejournal.com/articles/39767-air-force-research-lab-selects-thinkom-for-next-gen-gateway-solution
Possible Sale of Javelin FGM-148F Missiles to Australia,"March 8, 2023","The State Department has made a determination approving a possible foreign military sale to the Government of Australia of Javelin FGM-148F missiles and related equipment for an estimated cost of $60.18 million.
",https://www.microwavejournal.com/articles/39761-possible-sale-of-javelin-fgm-148f-missiles-to-australia
"Satcube Building Mass Production, State-of-Art, Production Facility for Satellite Terminals","March 8, 2023","Satcube announced it is building a new facility for mass production of satellite terminals, both for existing product verticals and new ventures for LEO and vehicular applications.
",https://www.microwavejournal.com/articles/39759-satcube-building-mass-production-state-of-art-production-facility-for-satellite-terminals
Boeing Successfully Demos Anti-Jam Capability for U.S. DOD Satellites,"March 7, 2023",Boeing engineers successfully demonstrated the company’s Protected Enterprise Tactical Service (PTES) over an on-orbit operational satellite.,https://www.microwavejournal.com/articles/39756-boeing-successfully-demos-anti-jam-capability-for-us-dod-satellites
L3Harris Viper Shield EW System Awarded Long-Lead Material Contract to Accelerate Global Production,"March 7, 2023",L3Harris Technologies announced receiving an undefinitized contract from Lockheed Martin to procure long-lead material for the Viper Shield electronic warfare system to accelerate global product delivery.,https://www.microwavejournal.com/articles/39754-l3harris-viper-shield-ew-system-awarded-long-lead-material-contract-to-accelerate-global-production
Rohde & Schwarz Launches Drone-Based Analyzer for Efficient ATC Air Navigation Signal Inspection,"March 7, 2023",R&S EVSD1000 VHF/UHF nav/drone analyzer provides highly accurate and efficient drone inspection of terrestrial navigation and communications systems along with outstanding accuracy and the measurement repeatability customers need.,https://www.microwavejournal.com/articles/39752-rohde-and-schwarz-launches-drone-based-analyzer-for-efficient-atc-air-navigation-signal-inspection
Ka-band Antenna Simulation for a Satellite,"March 6, 2023","The combination positions CAES to deliver even greater capabilities and specialized knowledge across RF, and develop the best solutions for tomorrow’s missions.
",https://www.microwavejournal.com/blogs/31-simulation-advice-katerina-galitskaya/post/39794-ka-band-antenna-simulation-for-a-satellite
"Herley Joins CAES, Strengthening Position as Advanced RF Company","March 6, 2023","Orbit Communication Systems Ltd. is introducing the AirTRx system for continuous communication for regional jets. 
",https://www.microwavejournal.com/articles/39750-herley-joins-caes-strengthening-position-as-advanced-rf-company
Orbit Communication Systems Introduces the AirTRx Family of Multi-Purpose Airborne Satellite Terminals,"March 6, 2023","SWISSto12 SA (St12) announced the incorporation of St12 RF Solutions, Inc. with a focus on engaging government and industry partners in the U.S. to commercialize advanced RF solutions.",https://www.microwavejournal.com/articles/39746-orbit-communication-systems-introduces-the-airtrx-family-of-multi-purpose-airborne-satellite-terminals
SWISSto12 Launches US Entity St12 RF Solutions Inc to Boost Engagement with US Aerospace Customers,"March 6, 2023","CesiumAstro announced it has been awarded a contract through the Department of Defense’s (DOD’s) Space Development Agency (SDA) to advance the company’s multi-beam L-Band AESA antenna.
",https://www.microwavejournal.com/articles/39744-swissto12-launches-us-entity-st12-rf-solutions-inc-to-boost-engagement-with-us-aerospace-customers
"CesiumAstro Wins SDA Award to Advance Multi-Beam, L-Band Active Electronically Steerable Antenna Array Development","March 2, 2023",N/A,https://www.microwavejournal.com/articles/39738-cesiumastro-wins-sda-award-to-advance-multi-beam-l-band-active-electronically-steerable-antenna-array-development
Consortium for Development of European Protected Waveform Kicks Off ,"February 28, 2023",ST Engineering iDirect’s EU Satcom Centre of Excellence is leading a consortium of leading satellite industry players to develop the European Protected Waveform (EPW) for the European Defence Fund (EDF).,https://www.microwavejournal.com/articles/39721-consortium-for-development-of-european-protected-waveform-kicks-off
"Rohde & Schwarz Verifies NTN Capabilities of Bullitt’s Smartphone, Powered by MediaTek 3GPP Rel-17 Chipset","February 27, 2023",Rohde & Schwarz has partnered with Bullitt and MediaTek to fully test and verify the first satellite-to-mobile messaging 5G smartphone in line with 3GPP Release 17. ,https://www.microwavejournal.com/articles/39715-rohde-and-schwarz-verifies-ntn-capabilities-of-bullitts-smartphone-powered-by-mediatek-3gpp-rel-17-chipset
Northrop Grumman’s New Multifunction Sensor Designed for Rapid Production,"February 27, 2023","Northrop Grumman Corporation has successfully moved its first Electronically-Scanned Multifunction Reconfigurable Integrated Sensor (EMRIS), a new ultra-wideband sensor, into integration and test.
",https://www.microwavejournal.com/articles/39714-northrop-grummans-new-multifunction-sensor-designed-for-rapid-production
Rohde & Schwarz Collaborates with Qualcomm and Iridium Communications to Test Snapdragon Satellite,"February 27, 2023",Rohde & Schwarz announced that its CMW100 communications manufacturing test set has been validated by Qualcomm Technologies for QDART to verify Iridium waveforms used for the new Snapdragon® Satellite solution.,https://www.microwavejournal.com/articles/39712-rohde-and-schwarz-collaborates-with-qualcomm-and-iridium-communications-to-test-snapdragon-satellite
Qualcomm and Leading Global Smartphone Manufacturers Collaborate to Bring Snapdragon Satellite to Smartphones,"February 27, 2023","Qualcomm Technologies, Inc. announced its collaboration with Honor, Motorola, Nothing, OPPO, vivo and Xiaomi to develop smartphones with satellite communication capabilities leveraging the recently unveiled Snapdragon® Satellite.",https://www.microwavejournal.com/articles/39710-qualcomm-and-leading-global-smartphone-manufacturers-collaborate-to-bring-snapdragon-satellite-to-smartphones
