title,date,full_text,link
SYFER Branded EMI Filters for Hi-Rel Applications from Knowles Precision Devices,"February 20, 2018","Manufacturers of electronic equipment for Hi-Rel applications often struggle to meet stringent EMC and safety standards.  Knowles Precision Devices (KPD) has a range of EMI components, under the SYFER brand, that particularly appeal to designers in the medical implantable and space sectors as well as industrial, automotive, aerospace and telecom applications.",https://www.microwavejournal.com/articles/29832-syfer-branded-emi-filters-for-hi-rel-applications-from-knowles-precision-devices
CST EMC STUDIO,"November 29, 2017","CST EMC STUDIO (CST EMCS) is a specialized software package for analyzing electromagnetic compatibility (EMC) and electromagnetic interference (EMI) using 3D electromagnetic field simulation. The solvers and tools in CST EMCS have been selected to be especially relevant to EMC engineers, and are drawn from the mature technology of CST STUDIO SUITE and CST BOARDCHECK.",https://www.microwavejournal.com/articles/23772-cst-announces-cst-emc-studio
Optenni Fast Matching Circuit Software Added to Altair Partner Alliance Portfolio,"November 16, 2017",The Altair Partner Alliance announced the addition of Optenni’s Optenni Lab to its software offering.,https://www.microwavejournal.com/articles/29380-optenni-fast-matching-circuit-software-added-to-altair-partner-alliance-portfolio
Comtest Announces Next Step in Polystyrene Absorber Technology,"October 20, 2017","After nearly two years of development, Comtest has finished work on its new MT45-JT absorber and is ready to present the technology at the 39th annual meeting and symposium of AMTA in Atlanta, Ga.",https://www.microwavejournal.com/articles/29254-comtest-announces-next-step-in-polystyrene-absorber-technology
EMC in the Capital,"August 11, 2017","The 60th IEEE EMC SI/PI Symposium took place August 7-11 at National Harbor in Washington DC with the “plan to inspire, envision, and innovate.” The keynote set the stage for this plan as Julius Knapp, FCC Chief of the Office of Engineering and Technology, discussed the status of the FCC and industry EMC standards, the equipment authorization program and enforcement as the wireless space becomes more and more crowded with emerging technologies such as IoT, connected/autonomous vehicles, UAVs, increased satellite broadband and 5G taking off.",https://www.microwavejournal.com/articles/28870-emc-in-the-capital
CST STUDIO SUITE Student Edition 2017 Now Available,"June 6, 2017","Computer Simulation Technology (CST) released the CST STUDIO SUITE® Student Edition 2017 at MTT-S IMS, in Hawaii.",https://www.microwavejournal.com/articles/28563-cst-studio-suite-student-edition-2017-now-available
Rescale Introduces CST STUDIO SUITE to its ScaleX Cloud Platform ,"April 27, 2017","Rescale has partnered with Computer Simulation Technology (CST®), enabling users running simulations in CST STUDIO SUITE to access the world’s largest HPC network via Rescale’s ScaleX™ platform.",https://www.microwavejournal.com/articles/28253-rescale-introduces-cst-studio-suite-to-its-scalex-cloud-platform
Altair Opens the 15th Annual FEKO Student Competition,"April 24, 2017",Altair is inviting engineering students from across the globe to participate in the 15th annual FEKO Student Competition.,https://www.microwavejournal.com/articles/28235-altair-opens-the-15th-annual-feko-student-competition
"10 W, 32 to 40 GHz, GaAs FET Power Amplifier","April 13, 2017","Exodus Advanced Communications has introduced its latest solid-state high power module, the AMP3060. This linear, GaAs FET hybrid, Class AB design provides 10 W output across 32 to 40 GHz, with a minimum power gain of 40 dB and 4 dB peak-to-peak maximum flatness when driven with a constant maximum input power of 0 dBm. The AMP3060 is suitable for EMI/EMC susceptibility, millimeter wave component testing, electronic warfare, Ka-Band satellite and general communications applications. ",https://www.microwavejournal.com/articles/28125-w-32-to-40-ghz-gaas-fet-power-amplifier
CST Announces Keynote Speakers for European User Conference 2017,"March 17, 2017","EUC) 2017 in Darmstadt, Germany for a program of technical presentations and workshops.",https://www.microwavejournal.com/articles/28039-cst-announces-keynote-speakers-for-european-user-conference-2017
"Altair Releases HyperWorks 2017, Offering New Functionalities","March 13, 2017","Altair offers new technologies to design and optimize high-performance, efficient, and innovative products with its release of HyperWorks 2017®.",https://www.microwavejournal.com/articles/28006-altair-releases-hyperworks-2017-offering-new-functionalities
EDI CON China 2017 Announces Keynote and Panels,"January 31, 2017","EDI CON China 2017, a conference that brings together engineers working on high-frequency analog and high-speed digital designs, taking place April 25-27 at the Shanghai Convention Center & Exhibition Center of International Sourcing (Shanghai, China), announces the keynote speaker for this year’s event will be Peter Rabbeni, Sr. Director RF BU Product Marketing at GLOBALFOUNDRIES. Rabbeni will bring his significant insights on semiconductor technology to bear on his talk entitled, “Technologies for the Next Wave of Mobile Data.”",https://www.microwavejournal.com/articles/27807-edi-con-china-2017-announces-keynote-and-panels
Rohde & Schwarz Introduces 2 GHz Bandwidth Probe,"January 30, 2017","Rohde & Schwarz has introduced the R&S RT-ZPR20, extremely low-noise power rail probe with a bandwidth of 2 GHz. Its 1:1 attenuation also ensures very good sensitivity. The large offset range of ± 60 V permits analysis of the smallest disturbance signals during power integrity measurements, even on DC power supplies with a high voltage level. The probe also features an integrated high-precision DC voltmeter. The quality of the power supply is a key factor in the functionality and performance of sensitive electronic circuits.",https://www.microwavejournal.com/articles/27785-rohde-schwarz-introduces-2-ghz-bandwidth-probe
EDI CON USA 2017 Opens Call for Abstracts,"January 24, 2017","EDI CON USA 2017 announces that this year’s call for abstracts (CFA) is now open. The EDI CON USA Technical Advisory Committee, event management team, and this year’s conference chairs, Thomas Cameron, CTO for the Communications Business Unit at Analog Devices Inc. and Istvan Novak, Senior Principal Engineer at Oracle, worked in conjunction to develop the CFA. ",https://www.microwavejournal.com/articles/27760-edi-con-usa-2017-opens-call-for-abstracts
Keysight Technologies Addresses 400G/PAM-4 Test Challenges at DesignCon 2017,"January 20, 2017","Keysight Technologies Inc. announced it will exhibit its latest high-speed digital solutions at DesignCon 2017, Booth 725, Santa Clara Convention Center, Feb. 1-2. Keysight's technical experts and application engineers will demonstrate the most advanced design and test solutions, developed for solving today's most difficult high-speed digital measurement challenges. Keysight is proud to be the host sponsor of DesignCon 2017.",https://www.microwavejournal.com/articles/27747-keysight-technologies-addresses-400gpam-4-test-challenges-at-designcon-2017
EDI CON USA Announces 2017 Conference Chairs,"January 19, 2017","EDI CON USA 2017, an event that brings together engineers working on high-frequency analog and high-speed digital designs, will take place at the Hynes Convention Center, September 11-13 in Boston, Mass. The event management team announced this year’s conference chairs: Thomas Cameron, CTO for the Communications Business Unit at Analog Devices Inc. will serve as the chair for the high-frequency subject areas, and Istvan Novak, senior principal engineer at Oracle, will serve as the chair for the high-speed digital areas of the conference.",https://www.microwavejournal.com/articles/27741-edi-con-usa-announces-2017-conference-chairs
Signal Integrity Journal Launches With Seven Industry Leading Sponsors,"January 18, 2017","Signal Integrity Journal, a new sister publication to Microwave Journal covering signal integrity, power integrity and EMC/EMI related topics, has secured seven sponsors to start the new year. The Platinum Level sponsorships are sold out for 2017 with industry leaders Rohde & Schwarz, Anritsu, Mentor Graphics and CST filling the top sponsorship level. Joining them are Cadence and Samtec at the Gold Level and Passives Plus at the Silver Level.",https://www.microwavejournal.com/articles/27734-signal-integrity-journal-launches-with-seven-industry-leading-sponsors
efabless Unveils Online Community to Reimagine Chip Design,"December 9, 2016","efabless Corp., an open-innovation, hardware creation platform,  became the first online marketplace for community-developed, customized intellectual property (IP) and integrated circuits (ICs), allowing hardware system innovators to turn ideas into marketable products. Initially focused on analog and mixed-signal design for customized ICs, efabless addresses all of the steps required to cost effectively take an electronics specification to prototype.",https://www.microwavejournal.com/articles/27535-efabless-unveils-online-community-to-reimagine-chip-design
ART-Fi Announces All-In-One SAR System Validation Kit,"October 31, 2016","ART-Fi's new the Power Monitoring Kit (PMK) solves some longstanding issues in SAR labs. It features advanced technologies usually found on more expensive RF validation and verification system combinations. Once setup, the customer inputs the expected power — any power, any frequency — and validates automatically. ",https://www.microwavejournal.com/articles/27351-art-fi-announces-all-in-one-sar-system-validation-kit
MVG launches a major update of EMF Visual Software at EuMW,"September 26, 2016",The fully upgraded EMF Visual software will be a key product for MVG at European Microwave Week in London in the first week of October.,https://www.microwavejournal.com/articles/27184-mvg-launches-a-major-update-of-emf-visual-software-at-eumw
Horizon House Publications launches industry’s first Signal Integrity Journal,"September 21, 2016","Horizon House Publications announces the launch of Signal Integrity Journal, a sister publication to Microwave Journal, covering signal integrity, power integrity and EMC/EMI related topics. Signal Integrity Journal will be the first peer reviewed, industry journal to cover these markets. Signal Integrity Journal is initially launching as a website, www.signalintegrityjournal.com, and plans to start publication of the periodical journal in 2017. The website is now available as a beta version with content being added quickly for full release shortly.",https://www.microwavejournal.com/articles/27153-horizon-house-publications-launches-industrys-first-signal-integrity-journal
ARC Technologies Inc. to exhibit at EDI CON USA in Boston,"September 16, 2016","
ARC Technologies will be showcasing its line of RF absorbers and EMI shielding materials at the Electronic Design Innovation Conference (www.ediconusa.com) exhibition scheduled for September 20-22, 2016 at the Hynes Convention Center in Boston, Mass. Representatives from ARC Technologies will be on hand at Booth #613 to show their latest solutions for noise and interference control for the RF/microwave industry, including Hot Melt and Wave-X absorbers, as well as testing capabilities.  ",https://www.microwavejournal.com/articles/27133-arc-technologies-inc-to-exhibit-at-edi-con-usa-in-boston
"Keysight to demo RF/uW, signal/power integrity, digital design solutions at EDI CON USA 2016","September 9, 2016","
Keysight Technologies will to demonstrate the its latest RF/uW, signal/power integrity, high-speed digital design solutions at EDI CON USA 2016, taking place Sept. 20-22 at the Hynes Convention Center, Boston, Mass.",https://www.microwavejournal.com/articles/27085-keysight-to-demo-rfuw-signalpower-integrity-digital-design-solutions-at-edi-con-usa-2016
MVG launches new EMC dual ridge horn antennas,"August 26, 2016","
MVG has designed and developed a new range of EMC Dual Ridge Horn Antennas.",https://www.microwavejournal.com/articles/27028-mvg-launches-new-emc-dual-ridge-horn-antennas
Narda Safety Test Solutions enables compliance with EU EMF Directive,"August 22, 2016","
Narda Safety Test Solutions provides powerful, intelligent measuring equipment to ensure compliance with Directive 2013/35/EU for the protection of persons from electromagnetic fields.",https://www.microwavejournal.com/articles/27002-narda-safety-test-solutions-enables-compliance-with-eu-emf-directive
Würth components feature in Electromagnetic Field 2016 festival badge,"August 5, 2016","
Würth Elektronik eiSos is a badge sponsor of the Electromagnetic Field 2016 festival in Guildford, UK, contributing various passive components within the TiLDA festival badge.",https://www.microwavejournal.com/articles/26922-w%C3%BCrth-components-feature-in-electromagnetic-field-2016-festival-badge
Teseq launches RF power amplifiers,"August 1, 2016","
Teseq offers the CBA B RF power amplifier series with power levels up to 3 kW and a broadband range of 10 kHz to 6 GHz.",https://www.microwavejournal.com/articles/26875-teseq-launches-rf-power-amplifiers
Compatibility in the Capital - IEEE EMC 2016,"July 31, 2016","
EMC 2016 featured Dr. Robert Scully, NASA Johnson Space Lab, kicking off the plenary session with his light hearted talk, “EMC in 2016 and Beyond: What Is It and Why Do We Care?”. As the IEEE EMC is an international organization, they periodically hold EMC outside of the US so traveled to Ottawa, Canada this year. ",https://www.microwavejournal.com/blogs/9-pat-hindle-mwj-editor/post/26877-compatibility-in-the-capital---ieee-emc-2016
CST and SMARTTECH partner to develop electromagnetic simulation market in Brazil,"July 18, 2016","
CST and SMARTTECH partner to develop the Brazilian market for EM simulation in the field of microwave applications, EMC, electronics, sensors as well as specialized topics such as particle dynamics.",https://www.microwavejournal.com/articles/26804-cst-and-smarttech-partner-to-develop-electromagnetic-simulation-market-in-brazil
ART-Fi announces first-ever “Compliance Bot” for FCC SAR regulation,"July 5, 2016","
Leading SAR Experts behind the development of the SAR Compliance Bot confess, “Complicated rules make it difficult to determine the correct assessments, certify and take market surveillance.” According to ART-Fi, SAR Compliance Bot changes everything for labs, certification companies, regulators and manufacturers.",https://www.microwavejournal.com/articles/26766-art-fi-announces-first-ever-compliance-bot-for-fcc-sar-regulation
CST acquires IdemWorks,"July 1, 2016","
Computer Simulation Technology has acquired IdemWorks, an industry leading provider of modeling tools and services.",https://www.microwavejournal.com/articles/26758-cst-acquires-idemworks
"Compact system measures antenna patterns, TRP without anechoic chamber","May 16, 2016","
MegiQ has introduced a portable, compact radiation measurement system that allows wireless developers to measure antenna radiation patterns and TRP of their RF device from 700 MHz to 4 GHz.",https://www.microwavejournal.com/articles/26489-compact-system-measures-antenna-patterns-trp-without-anechoic-chamber
EDI CON China 2016 takes the Gold,"May 16, 2016","
EDI CON China 2016 set new records for attendance and sponsorship, with more than 3,100 unique attendees — including 1,855 delegates. Attendance grew by 35 percent, and the exhibition grew by 32 percent, making it the largest RF/microwave, EMC/EMI and high-speed digital design event in China.",https://www.microwavejournal.com/articles/26485-edi-con-china-2016-takes-the-gold
Langer highlights NNB 21 line-impedance stabilisation network,"May 10, 2016","
	The NNB 21 line impedance stabilization network from Langer EMV-Technk GmbH is designed for measuring grid bound interference of a device under test, in accordance with the CISPR 25/ISO 7637 standard.",https://www.microwavejournal.com/articles/26449-langer-highlights-nnb-21-line-impedance-stabilisation-network
UTAC and AT&S collaborate on turnkey supply for 3D SiP solutions,"May 2, 2016","
UTAC Holdings Ltd. (UTAC), one of the leading semiconductor assembly and test services provider in Asia, announced a joint collaboration with AT&S, one of the global leading manufacturers of high-end printed circuit boards (PCBs) with headquarters in Leoben, Austria, to provide complete turnkey supply chain solutions for three-dimensional system-in-package (“3D SiP”) requirements.",https://www.microwavejournal.com/articles/26383-utac-and-ats-collaborate-on-turnkey-supply-for-3d-sip-solutions
EDI CON China 2016 achieves record attendance,"April 27, 2016","
EDI CON China 2016 took place April 19-21 in Beijing at the China National Convention Center (CNCC). Continuing on a strong trajectory of growth, EDI CON China achieved a 35 percent increase in attendees and 32 percent increase in exhibition space over 2015. This year’s conference included partnerships with the China Radar Industry Association Conference and EMC China Conference/Exhibition.",https://www.microwavejournal.com/articles/26356-edi-con-china-2016-achieves-record-attendance
Richardson RFPD to sponsor EDI CON China 2016 GaN Panel and Small Cell workshop,"April 14, 2016","
Richardson RFPD Inc. announced its sponsorship of the Electronic Design Innovation Conference China (EDI CON) 2016 GaN Panel and Small Cell Workshop events. EDI CON China 2016 will be held from April 19-21 at the China National Convention Center in Beijing, China.",https://www.microwavejournal.com/articles/26298-richardson-rfpd-to-sponsor-edi-con-china-2016-gan-panel-and-small-cell-workshop
LUMILOOP launches laser powered E-field probe,"April 14, 2016","
LUMILOOP has launched the LSProbe that is claimed to offer a significant reduction in measurement time and effort for radiation immunity testing.",https://www.microwavejournal.com/articles/26292-lumiloop-launches-laser-powered-e-field-probe
NI AWR software highlighted at EDI CON China 2016: Booth demos and workshops offered,"April 8, 2016","
NI announces that NI AWR Design Environment™ V12 will be highlighted at the Electronic Design Innovation Conference (EDI CON) 2016, being held in Beijing, China April 19-21. In addition to demonstrations in NI Booth #315, the software will be featured in two 40-minute workshops.",https://www.microwavejournal.com/articles/26239-ni-awr-software-highlighted-at-edi-con-china-2016-booth-demos-and-workshops-offered
Richardson Electronics at EDI CON 2016,"April 5, 2016","
Richardson Electronics Ltd. announces its participation at EDI CON CHINA 2016. The Electronic Design Innovation Conference (EDI CON) brings together leading RF, microwave, high-speed analog and mixed signal components, semiconductor, test and measurement equipment, materials and packaging, EDA/CAD and system solution providers.",https://www.microwavejournal.com/articles/26220-richardson-electronics-at-edi-con-2016
Dr. Eli Brookner to serve as Chair of EDI CON USA 2016 and present short course,"April 5, 2016","
EDI CON USA 2016, a conference that brings together engineers working on high-frequency analog and high-speed digital designs, taking place September 20-22 in Boston, Mass. at the Hynes Convention Center, is pleased to announce Dr. Eli Brookner’s participation as Honorary Chair. As part of his participation, Dr. Brookner will also teach a short course at the conference, covering advancements in phased array and MIMO radar technology.",https://www.microwavejournal.com/articles/26217-dr-eli-brookner-to-serve-as-chair-of-edi-con-usa-2016-and-present-short-course
Drayson Technologies works with CST to develop Freevolt technology,"March 14, 2016","
Drayson Technologies has used CST electromagnetic simulation software to help develop Freevolt, an energy harvesting technology that turns unused RF signals into electricity.",https://www.microwavejournal.com/articles/26112-drayson-technologies-works-with-cst-to-develop-freevolt-technology
Narda Safety Test Solutions releases Area Monitor conforming to ITU-T K.83,"March 14, 2016","
Narda Safety Test Solutions has launched the new AMS-8061 Area Monitor, which monitors electromagnetic fields from 100 kHz to 6 GHz in up to 20 freely definable frequency bands.",https://www.microwavejournal.com/articles/26111-narda-safety-test-solutions-releases-area-monitor-conforming-to-itu-t-k83
Gauss Instruments introduces real-time measurement for full compliance emission testing,"March 7, 2016","
For electrical field strength emissions measurement Gauss Instruments has introduced a novel real-time scanning feature for its TDEMI X test receiver series providing several gigahertz real-time bandwidth.",https://www.microwavejournal.com/articles/26079-gauss-instruments-introduces-real-time-measurement-for-full-compliance-emission-testing
Rohde & Schwarz launches new EMI test receiver,"March 7, 2016","
Rohde & Schwarz has launched the R&S ESW EMI test receiver designed for applications in manufacturers’ EMI labs and in test houses.",https://www.microwavejournal.com/articles/26077-rohde-schwarz-launches-new-emi-test-receiver
MVG and AR together at EMV,"February 19, 2016","
	The Microwave Vision Group (MVG) and Amplifier Research (AR) have teamed up to present their combined EMC TurnKey Solutions at EMV in Düsseldorf, Germany from 23 to 25 February.",https://www.microwavejournal.com/articles/25988-mvg-and-ar-together-at-emv
"AR releases 12,500 W 10 kHz to 225 MHz, liquid-cooled solid-state amplifier","February 16, 2016","
AR’s 12500A2225A-L liquid-cooled, RF solid state CW amplifier is the new industry standard for radiated immunity testing of entire automobiles, producing 12,500 watts over the instantaneous 10 kHz to 225 MHZ frequency band with harmonic distortion less than -20 dBc. ",https://www.microwavejournal.com/articles/25963-ar-releases-12500-w-10-khz-to-225-mhz-liquid-cooled-solid-state-amplifier
EMV 2016 ready to welcome the EMC community,"February 12, 2016","
EMV 2016, the International Exhibition and Conference on Electromagnetic Compatibility (EMC) will open its doors to the EMC community for three days – 23 to 25 February – in Düsseldorf, Germany.",https://www.microwavejournal.com/articles/25956-emv-2016-ready-to-welcome-the-emc-community
Langer EMV-Technik launches PA 306 SMA set,"February 11, 2016","
Langer EMV-Technik has launched the PA 306 SMA set, with a preamplifier frequency range from 100 kHz to 6 GHz that can be utilized for amplifying measurement signals.",https://www.microwavejournal.com/articles/25936-langer-emv-technik-launches-pa-306-sma-set
Orbel and Nolato experts partnering to showcase custom EMI/RFI solutions at IMS 2016,"February 10, 2016","
Orbel Corp., designer and manufacturer of custom ;EMI/RFI shielding, photo-etched precision metal parts and stamping; and Nolato, developer of EMC and thermal management solutions made of conductive silicone rubber, will partner to present a range of products at IMS 2016. In addition to extrusions, molded components, and dispensed gaskets, products on display will include: ",https://www.microwavejournal.com/articles/25935-orbel-and-nolato-experts-partnering-to-showcase-custom-emirfi-solutions-at-ims-2016
Würth Elektronik iBE acquires Büchele Group,"February 1, 2016","
Würth Elektronik iBE has acquired the Büchele Group, which further strengthens the company’s position as a market and technology leader in the automotive sector.",https://www.microwavejournal.com/articles/25861-w%C3%BCrth-elektronik-ibe-acquires-b%C3%BCchele-group
GAUSS INSTRUMENTS releases TDEMI X for high speed emission measurements,"January 28, 2016","
Using the TDEMI X of GAUSS INSTRUMENTS with a real-time analysis bandwidth of 645 MHz and fully gapless evaluation and visualizing (Option QCDSP-UG, 645M UG) the final maximization can be performed at all frequencies simultaneously.",https://www.microwavejournal.com/articles/25846-gauss-instruments-releases-tdemi-x-for-high-speed-emission-measurements
ARC Technologies to exhibit at DesignCon 2016,"January 21, 2016","
ARC Technologies is showcasing its wide range of capabilities to solve microwave and RF interference, radar absorbing and EMI control challenges at DesignCon 2016 in Santa Clara, Calif.",https://www.microwavejournal.com/articles/25811-arc-technologies-to-exhibit-at-designcon-2016
EDI CON China and China Radar Industry Assoc. exhibition to co-locate,"January 12, 2016","
EDI CON China is pleased to announce that the China Radar Industry Association exhibition and conference, in partnership with the CCPIT Commercial Sub-council, will be co-located on the 4th floor of the China National Convention Center (CNCC) taking place April 19-21, 2016 in Beijing. This co-location adds two full days of radar seminars taking place on the second and third day of EDI CON China and expands the exhibition.",https://www.microwavejournal.com/articles/25750-edi-con-china-and-china-radar-industry-assoc-exhibition-to-co-locate
High voltage artificial networks from Teseq designed for conducted emission testing,"January 11, 2016","
Teseq introduces two high voltage artificial networks designed for conducted emission tests and line termination during susceptibility tests for components. The HV-AN 150 and HV-AN S150 are ideal for use in automotive, military and airborne standards applications.",https://www.microwavejournal.com/articles/25747-high-voltage-artificial-networks-from-teseq-designed-for-conducted-emission-testing
Orbel solutions made possible by 3D CAD systems,"January 7, 2016","
The arrival of 3D CAD programs has revolutionized the way the electronics industry is able to detect areas that have static interference within product parts. Backed by today’s newest 3D software, advanced EMI/RFI shielding solutions by Orbel provide the protection required to successfully operate a piece of electronic equipment to FCC regulations.",https://www.microwavejournal.com/articles/25724-orbel-solutions-made-possible-by-3d-cad-systems
EDI CON USA 2016 Call for Papers,"December 15, 2015","
EDI CON USA 2016, taking place September 20-22 in Boston, Mass. at the Hynes Convention Center, is pleased to announce their Call for Papers. Authors are invited to submit technical oral session abstracts/proposals describing work in RF/microwave, EMC/EMI and high-speed digital electronic component or system-level design, modeling or testing. The EDI CON Technical Advisory Committee will review all submissions based on quality, relevance, impact and originality.",https://www.microwavejournal.com/articles/25635-edi-con-usa-2016-call-for-papers
Instec’s EMI filter approved for Space Program,"December 7, 2015","
Instec LLC, a designer and manufacturer of electromagnetic interference filters and radio frequency interference filters, and an affiliate of Gowanda Holdings, announces it has successfully manufactured and upscreened an EMI feed-through filter to meet the United States Department of Defense specification MIL-PRF-28861.",https://www.microwavejournal.com/articles/25587-instecs-emi-filter-approved-for-space-program
IFI's solid-state microwave pulse amplifier offers outstanding RF performance,"November 11, 2015","
Instruments for Industry (IFI), a unit of AMETEK Compliance Test Solutions, introduced a solid-state microwave pulse power amplifier that offers outstanding RF performance. The S21-4KWP-2KWP FLEX amplifier has a frequency range of 1.0 GHz to 2.0 GHz and supplies 4 kW of pulse power up to 10 percent duty cycle with a maximum pulse width of 100 uS. This amplifier provides ample power for the most demanding pulsed test applications.",https://www.microwavejournal.com/articles/25482-ifis-solid-state-microwave-pulse-amplifier-offers-outstanding-rf-performance
Jeffrey A. Beck named president and CEO of Astrodyne TDI,"October 26, 2015","
Astrodyne TDI has appointed Jeffrey A. Beck to president and CEO. He succeeds Pete Kaczmarek who has been president and CEO since September 2012.",https://www.microwavejournal.com/articles/25357-jeffrey-a-beck-named-president-and-ceo-of-astrodyne-tdi
EDI CON China and EMC Conference and Exhibition to co-locate in 2016,"October 21, 2015","
EDI CON China is pleased to announce that the China Electrotechnical Society’s (CES) Electromagnetic Technology Conference & Exhibition (EMC) will be co-located on the 4th floor of the China National Convention Center (CNCC) taking place 19 to 21 April, 2016 in Beijing. The combined event forms the largest microwave, EMC/EMI and high-speed digital design conference and exhibition in Beijing. ",https://www.microwavejournal.com/articles/25317-edi-con-china-and-emc-conference-and-exhibition-to-co-locate-in-2016
7layers opens new EMC lab opened in Beijing,"September 28, 2015","
7layers has opened a further, extensive EMC laboratory in Beijing that features a 10 m semi-anechoic chamber and a 3 m fully anechoic chamber plus further shielded rooms and control rooms.",https://www.microwavejournal.com/articles/25167-layers-opens-new-emc-lab-opened-in-beijing
New near-field probe with high resolution up to 10 GHz from Langer EMV-Technik,"September 25, 2015","
The SX probe heads' high measurement resolution allows the developer to pinpoint RF sources of between 1 and 10 GHz on densely packed printed circuit boards or on IC pins. The handy compact pin shape of the EMC near-field probes from Langer EMV-Technik GmbH provides the developer with convenient working conditions on the respective PCB.",https://www.microwavejournal.com/articles/25160-new-near-field-probe-with-high-resolution-up-to-10-ghz-from-langer-emv-technik
Remcom announces integration of XFdtd and Optenni Lab software,"September 17, 2015","
Remcom announces the integration of XFdtd® Electromagnetic Simulation Software and Optenni Lab™ matching circuit optimization software. The Optenni addition enables XFdtd users to more easily generate a matching network topology and initial component values for their device. Once the topology is chosen and physically laid out on the PCB, XFdtd’s Circuit Element Optimizer completes the matching network design process by determining the optimal component values using full wave FDTD simulation, taking electromagnetic phenomena, such as coupling, into account.",https://www.microwavejournal.com/articles/25125-remcom-announces-integration-of-xfdtd-and-optenni-lab-software
ART-Fi launches double body phantom SAR measurement solution,"September 10, 2015","
ART-Fi launches the ART-MAN Duobody Universal SAR measurement system, the first single-unit, 100 percent vector system to measure SAR for worldwide requirements, meeting all the regulations for tissue simulation.",https://www.microwavejournal.com/articles/25064-art-fi-launches-double-body-phantom-sar-measurement-solution
ANSYS acquires assets of Delcross Technologies,"September 2, 2015","
ANSYS announces the acquisition of substantially all the assets of Delcross Technologies. The acquisition will enable ANSYS users to understand how antennas interact within their operating environments and how this behavior affects the system’s overall ability to transmit and receive data without interference.",https://www.microwavejournal.com/articles/24995-ansys-acquires-assets-of-delcross-technologies
Keysight Technologies expands diagnostic capabilities of MXE EMI receivers,"August 7, 2015","
 Keysight Technologies, Inc. announced the availability of real-time spectrum analysis (RTSA) as an option for its standards-compliant MXE EMI receiver. Adding RTSA to an MXE enables test labs to observe and diagnose transient and wideband emissions during electromagnetic compatibility (EMC) compliance and precompliance testing. ",https://www.microwavejournal.com/articles/24839-keysight-technologies-expands-diagnostic-capabilities-of-mxe-emi-receivers
Remcom announces partnership with Moasoft,"July 21, 2015","
Remcom announced a partnership with Moasoft Corp., a provider of software and consulting services in South Korea. The partnership will expand Remcom’s presence in the Korean market and enable customers there to more easily access its electromagnetic simulation software, services and support. ",https://www.microwavejournal.com/articles/24739-remcom-announces-partnership-with-moasoft
3D Electromagnetic Simulation vs. Planar MoM,"July 14, 2015","
TMD will be exhibiting a wide range of travelling wave tube amplifiers (TWTAs) on Stand 49 at EMC 2015 – incorporating significant technical features to cover a gamut of applications in the EMC, scientific and medical fields, as well as in passive intermodulation (PIM) testing, telecommunications and EW simulation.",https://www.microwavejournal.com/articles/24648-d-electromagnetic-simulation-vs-planar-mom
TMD to exhibit wide range of travelling wave tube amplifiers at EMC 2015,"June 25, 2015","
 Remcom announces a new circuit element optimizer for XFdtd® electromagnetic simulations software that optimizes matching circuits for several antennas serving multiple bands simultaneously. XFdtd’s Circuit Element Optimizer determines lumped element values based on the following goals: radiation efficiency, system efficiency, and S-parameters. This simplifies the antenna matching workflow because the circuit elements remain in the electromagnetic layout structure during optimization. ",https://www.microwavejournal.com/articles/24622-tmd-to-exhibit-wide-range-of-travelling-wave-tube-amplifiers-at-emc-2015
Remcom announces unique technology for optimizing matching circuit elements ,"May 20, 2015","
 Remcom announces a new electrostatic solver for XFdtd® electromagnetic simulation software. The electrostatic solver enables the use of XFdtd’s capacitance matrix simulation, a critical feature for designing electronics with Touchscreen Panel (TSP) technology. ",https://www.microwavejournal.com/articles/24438-remcom-announces-unique-technology-for-optimizing-matching-circuit-elements
Remcom announces XFdtd electrostatic solver for touchscreen design ,"May 19, 2015","
Würth Elektronik eiSos and the University of Valencia are working to establish a new Chair for Electromagnetic Compatibility.",https://www.microwavejournal.com/articles/24425-remcom-announces-xfdtd-electrostatic-solver-for-touchscreen-design
Würth Elektronik eiSos and University of Valencia establish EMC Chair,"May 15, 2015",N/A,https://www.microwavejournal.com/articles/24407-wrth-elektronik-eisos-and-university-of-valencia-establish-emc-chair
Remcom announces two new XFdtd modules at IMS,"April 24, 2015","
Computer Simulation Technology (CST) announces educational seats for CST EMC STUDIO, a simulation tool for electromagnetic compatibility (EMC) analysis, at the 2015 IEEE Symposium on Electromagnetic Compatibility and Signal Integrity.",https://www.microwavejournal.com/articles/24222-remcom-announces-two-new-xfdtd-modules-at-ims
Antenna Characterization and Channel Measurements in the mmWave and Sub-mmWave Region,"April 14, 2015",N/A,https://www.microwavejournal.com/articles/24157-antenna-characterization-and-channel-measurements-in-the-mmwave-and-sub-mmwave-region
CST offers CST EMC STUDIO university seats,"March 26, 2015",N/A,https://www.microwavejournal.com/articles/24065-cst-offers-cst-emc-studio-university-seats
Realistic Shielding Effectiveness Measurements of Coaxial Cable Assemblies,"March 15, 2015",N/A,https://www.microwavejournal.com/articles/23939-realistic-shielding-effectiveness-measurements-of-coaxial-cable-assemblies
